id,ticket_id,priority,status,category,subject,description,created_date,resolved_date,assigned_to,created_at
298,TCK-WB0WFETD,Medium,Open,Access Request,Issue related to Other,Detailed ticket description WeYYhoejjkMcqvmxCSPn,2024-03-26,,IT Support 2,2025-12-10 13:49:04
299,TCK-JPCSH09L,Low,On Hold,Security,Issue related to Hardware,Detailed ticket description DmiyykxtDbZkcASlAPGC,2024-02-14,2024-02-19,IT Support 1,2025-12-10 13:49:04
300,TCK-X0ZAWVDC,Medium,In Progress,Software,Issue related to Security,Detailed ticket description uEQFlpqHigAWsBCAVVkT,2024-02-23,2024-03-12,Technician B,2025-12-10 13:49:04
301,TCK-S3NPVVRY,Medium,Open,Software,Issue related to Access Request,Detailed ticket description lhIBHTBhxHUwcvHlUNqh,2024-08-17,2024-09-05,Technician B,2025-12-10 13:49:04
302,TCK-Z1WU1EMN,Critical,Closed,Network,Issue related to Software,Detailed ticket description mNEHLYglmaGPfiVLxXsN,2024-03-12,,Technician A,2025-12-10 13:49:04
303,TCK-ZBQZNSK0,Critical,On Hold,Software,Issue related to Software,Detailed ticket description boGTKFJgrevjuUhJYXiC,2023-07-21,,IT Support 1,2025-12-10 13:49:04
304,TCK-P6DD70IR,Medium,Resolved,Network,Issue related to Software,Detailed ticket description goQRcWnwgUosUUJtmRle,2024-08-27,2024-09-22,IT Support 2,2025-12-10 13:49:04
305,TCK-1V45ZGCZ,Critical,In Progress,Hardware,Issue related to Hardware,Detailed ticket description rLCYKsqidmDVRhUtcIzx,2023-08-27,,IT Support 1,2025-12-10 13:49:04
306,TCK-4565KS57,High,Closed,Other,Issue related to Hardware,Detailed ticket description BGChJzHcIZzMvpiRDCeF,2023-06-16,2023-06-19,IT Support 1,2025-12-10 13:49:04
307,TCK-SVZB6BNZ,Medium,On Hold,Access Request,Issue related to Security,Detailed ticket description jWoHkZDubBTgALpFUiWt,2023-08-04,2023-08-06,Technician A,2025-12-10 13:49:04
308,TCK-2XSDMNP1,Medium,On Hold,Access Request,Issue related to Network,Detailed ticket description uLmbVctGviNmnaDHsaur,2023-01-04,2023-01-18,IT Support 1,2025-12-10 13:49:04
309,TCK-DH5WKBQC,Medium,In Progress,Access Request,Issue related to Network,Detailed ticket description PBwsejBUNHzKQmNxHJFJ,2023-06-22,2023-07-06,Technician B,2025-12-10 13:49:04
310,TCK-YDQYO6IX,High,On Hold,Software,Issue related to Security,Detailed ticket description DKUNzrUYqVapCahrCqTU,2024-06-30,,Technician B,2025-12-10 13:49:04
311,TCK-1JW1MNAO,Critical,On Hold,Access Request,Issue related to Other,Detailed ticket description ZhVaVwXkSwCOxvWcrYJq,2024-02-23,2024-02-24,IT Support 1,2025-12-10 13:49:04
312,TCK-IHEM929Y,Medium,Closed,Security,Issue related to Hardware,Detailed ticket description VPWxTzSpmjQDjhhbtScO,2023-10-03,2023-10-27,IT Support 1,2025-12-10 13:49:04
313,TCK-BMYPP2LQ,Critical,Resolved,Access Request,Issue related to Hardware,Detailed ticket description OmahLhXxlaVSwmEyAlHW,2024-08-10,2024-08-28,Technician A,2025-12-10 13:49:04
314,TCK-OD844GF7,High,Closed,Software,Issue related to Hardware,Detailed ticket description OqNklLEoHFREoQuJOYCF,2024-09-17,2024-09-19,Unassigned,2025-12-10 13:49:04
315,TCK-C7S6YV8E,High,Closed,Access Request,Issue related to Other,Detailed ticket description FkCobJTwWxvHkHPAECoJ,2024-05-06,2024-06-05,IT Support 2,2025-12-10 13:49:04
316,TCK-FHD27L2N,Low,Open,Other,Issue related to Network,Detailed ticket description dEidjaNlJPrYQYwNccCe,2023-05-02,,Unassigned,2025-12-10 13:49:04
317,TCK-P0IDHUPT,High,In Progress,Software,Issue related to Network,Detailed ticket description GVUXrozblySEqvxUgQoQ,2023-07-26,2023-08-24,Technician A,2025-12-10 13:49:04
318,TCK-RVMBBU34,Medium,Open,Hardware,Issue related to Hardware,Detailed ticket description MhhIjDOGwqIeGXlpzlml,2023-10-15,,Technician B,2025-12-10 13:49:04
319,TCK-AU7UDJ11,Critical,In Progress,Other,Issue related to Other,Detailed ticket description OfVnAhrzMeVaIkgeUULG,2023-01-01,2023-01-16,Technician B,2025-12-10 13:49:04
320,TCK-JNBWRT2B,Critical,Resolved,Security,Issue related to Access Request,Detailed ticket description UmUQXWqxYFXVoOclHZVP,2024-01-17,2024-02-11,IT Support 2,2025-12-10 13:49:04
321,TCK-0K4Y7DXW,Low,On Hold,Network,Issue related to Software,Detailed ticket description JQceSBIGdsbXsvkrueTL,2023-04-29,,Technician B,2025-12-10 13:49:04
322,TCK-CI7PE56F,Critical,On Hold,Security,Issue related to Software,Detailed ticket description YeWumOcqIEsAAGLlrPqe,2023-10-20,2023-10-22,Technician A,2025-12-10 13:49:04
323,TCK-4M8A1Y9I,High,In Progress,Security,Issue related to Hardware,Detailed ticket description YAAASQVcHXAjjXpwQBXZ,2024-03-26,2024-04-07,Technician A,2025-12-10 13:49:04
324,TCK-8YF0BVUY,High,On Hold,Other,Issue related to Hardware,Detailed ticket description kCJESYbgfTkTtzjSBCeu,2023-04-07,2023-04-10,Technician B,2025-12-10 13:49:04
325,TCK-7Y7JTKPO,Medium,Resolved,Access Request,Issue related to Software,Detailed ticket description HldJUNZmwLDfJFmWLSRL,2024-04-15,2024-05-08,IT Support 2,2025-12-10 13:49:04
326,TCK-KMVVFAMC,Critical,In Progress,Network,Issue related to Other,Detailed ticket description HfsqBevyvITBCcZLDcrt,2024-07-05,2024-08-02,Technician A,2025-12-10 13:49:04
327,TCK-0ZVTSI34,Critical,Closed,Other,Issue related to Hardware,Detailed ticket description kuGZbHoxaontsGBumksm,2024-12-01,2024-12-08,Admin,2025-12-10 13:49:04
328,TCK-2VLSZMHX,High,In Progress,Software,Issue related to Hardware,Detailed ticket description uTDaFUOKRKRFamEdhcVf,2024-07-11,2024-07-27,IT Support 2,2025-12-10 13:49:04
329,TCK-KY3V67Y2,Medium,Closed,Access Request,Issue related to Access Request,Detailed ticket description lhuazUJeKjdXVuamPCtl,2023-07-07,2023-08-06,IT Support 2,2025-12-10 13:49:04
330,TCK-MWR2YG5Y,High,Closed,Network,Issue related to Other,Detailed ticket description weOXPAvHLIDrRmScfJiC,2023-08-03,2023-08-21,Admin,2025-12-10 13:49:04
331,TCK-4ZPHKNEK,High,Closed,Access Request,Issue related to Software,Detailed ticket description xdsfqAUmZJdnwoajlEQm,2024-04-20,,Technician B,2025-12-10 13:49:04
332,TCK-D7Y4ZOYZ,High,Resolved,Software,Issue related to Network,Detailed ticket description rIOzySssNAOgFJRFHUgp,2023-02-23,2023-03-12,Unassigned,2025-12-10 13:49:04
333,TCK-ZX4D7JOI,High,Resolved,Access Request,Issue related to Access Request,Detailed ticket description HjsIBaMuGWZjcafAWcAJ,2024-05-20,2024-06-13,IT Support 2,2025-12-10 13:49:04
334,TCK-HOL4VP4C,High,On Hold,Hardware,Issue related to Security,Detailed ticket description RfbJDYcYNbeGIqYUEqXP,2023-02-21,,Admin,2025-12-10 13:49:04
335,TCK-YIO6OQEC,High,Closed,Other,Issue related to Access Request,Detailed ticket description CfjwlCwipxrmJTlGyYsA,2024-06-04,,Technician B,2025-12-10 13:49:04
336,TCK-MZUA106Y,Low,Closed,Other,Issue related to Network,Detailed ticket description qrciaBjjuKwwEvhVSSNq,2024-08-28,2024-09-03,Technician A,2025-12-10 13:49:04
337,TCK-VMZEZH4H,Low,Closed,Other,Issue related to Other,Detailed ticket description IaYyInRpaGvlEOSoQxcd,2024-09-15,2024-09-21,Technician A,2025-12-10 13:49:04
338,TCK-7P99BCAE,Medium,In Progress,Hardware,Issue related to Network,Detailed ticket description sPgETcSCmOMcQCZbveJJ,2023-09-25,,Admin,2025-12-10 13:49:04
339,TCK-7GXE611W,Low,In Progress,Hardware,Issue related to Network,Detailed ticket description rhqCqNAIsPbHWyxjzfrh,2023-02-15,,IT Support 1,2025-12-10 13:49:04
340,TCK-UZVCCOKV,Medium,In Progress,Access Request,Issue related to Software,Detailed ticket description MJXzrEAxmjdykGFXmeem,2023-02-22,2023-03-12,IT Support 2,2025-12-10 13:49:04
341,TCK-AGV5P5Q6,Low,Open,Software,Issue related to Hardware,Detailed ticket description hndhjqoWYpokDlVVgmCE,2023-09-07,2023-09-30,Technician B,2025-12-10 13:49:04
342,TCK-QUJXOBV9,Medium,In Progress,Software,Issue related to Security,Detailed ticket description LfpWHnxYwOVrlcsTpqOO,2024-03-25,2024-04-20,IT Support 1,2025-12-10 13:49:04
343,TCK-DBRUABT8,Low,Closed,Hardware,Issue related to Network,Detailed ticket description RHiuSkWGVOpOzYpCzNtM,2023-11-22,,Unassigned,2025-12-10 13:49:04
344,TCK-TPYCA748,Low,Closed,Hardware,Issue related to Hardware,Detailed ticket description RFjNNUAUxQRVReUuOzQW,2023-02-14,2023-02-18,Technician A,2025-12-10 13:49:04
345,TCK-SQX0MZ1W,Low,Open,Hardware,Issue related to Software,Detailed ticket description KtHUsLbVPOLIWLpGNavV,2023-11-09,,Technician B,2025-12-10 13:49:04
346,TCK-NPSC0LNB,Low,Resolved,Security,Issue related to Hardware,Detailed ticket description tkLTyMCoWrWKRBqRhQgo,2024-01-26,2024-02-03,IT Support 1,2025-12-10 13:49:04
347,TCK-W6KJQGIP,High,Resolved,Access Request,Issue related to Access Request,Detailed ticket description qMecvOvfRaCxdsytAWhm,2023-05-24,2023-06-03,Technician A,2025-12-10 13:49:04
348,TCK-CQCEBRZ4,Low,Closed,Security,Issue related to Other,Detailed ticket description NaHaxlFQVPQTTMVdARbv,2024-01-30,,Technician B,2025-12-10 13:49:04
349,TCK-COAUTDZ8,Low,On Hold,Hardware,Issue related to Hardware,Detailed ticket description BidodsbrvbINZOhHXqBC,2024-07-02,2024-07-28,IT Support 1,2025-12-10 13:49:04
350,TCK-9M5G6BAE,Critical,In Progress,Other,Issue related to Software,Detailed ticket description EaPAhVJhdKlFNXxQYwXn,2024-04-11,2024-04-26,Technician A,2025-12-10 13:49:04
351,TCK-69GYRUBS,Critical,Open,Access Request,Issue related to Security,Detailed ticket description xegEnFtbHQukphWEJdai,2024-04-02,,Technician B,2025-12-10 13:49:04
352,TCK-C2Z5TAUU,Medium,On Hold,Network,Issue related to Other,Detailed ticket description MqFIoUkXGsRLevBmZzil,2023-03-19,2023-03-26,IT Support 1,2025-12-10 13:49:04
353,TCK-UEC8CT7Q,Medium,Open,Access Request,Issue related to Network,Detailed ticket description JJFxBftbwYUrxwpvnCBU,2023-10-02,2023-10-13,Technician A,2025-12-10 13:49:04
354,TCK-271LV0P9,Medium,Resolved,Other,Issue related to Network,Detailed ticket description yMjtpbZsxtEiwmJkHRaO,2024-10-04,,Technician A,2025-12-10 13:49:04
355,TCK-23WI2V7S,High,Open,Hardware,Issue related to Network,Detailed ticket description FfbjSXDlHYWVmEcxdVyr,2024-01-10,2024-02-07,Unassigned,2025-12-10 13:49:04
356,TCK-V66XISH9,Medium,Open,Security,Issue related to Other,Detailed ticket description tyGPHSJfBhZHBEkCBmWa,2023-10-25,,Admin,2025-12-10 13:49:04
357,TCK-G0S4V64Q,Critical,In Progress,Access Request,Issue related to Access Request,Detailed ticket description uwDTEzRIVxyXXrjeZrti,2023-04-29,2023-05-09,Technician B,2025-12-10 13:49:04
358,TCK-K7GJ5N9R,Medium,In Progress,Access Request,Issue related to Hardware,Detailed ticket description pVofZacHLpUtjhRgQymo,2023-06-19,2023-07-12,Unassigned,2025-12-10 13:49:04
359,TCK-OOE6BKER,Critical,Resolved,Software,Issue related to Other,Detailed ticket description vDjcsoWabOyiPwlqunKk,2023-04-30,2023-05-23,Technician B,2025-12-10 13:49:04
360,TCK-3EK37THF,Medium,In Progress,Security,Issue related to Other,Detailed ticket description aTzSURamfYPmaDuGkxfR,2024-03-16,2024-04-14,IT Support 2,2025-12-10 13:49:04
361,TCK-XEJKOB9W,High,Closed,Access Request,Issue related to Access Request,Detailed ticket description kXDrwGufKgJYmdzFybuN,2023-12-22,2023-12-28,IT Support 2,2025-12-10 13:49:04
362,TCK-4D1DQIOG,High,Open,Other,Issue related to Access Request,Detailed ticket description hukogfaxNoDlwtZUYzzQ,2023-06-02,2023-06-30,Unassigned,2025-12-10 13:49:04
363,TCK-UVQA6CNW,High,Resolved,Hardware,Issue related to Other,Detailed ticket description TBbweoDCpmVKEmCvOoZm,2024-01-21,,IT Support 1,2025-12-10 13:49:04
364,TCK-TX952ISE,Low,On Hold,Other,Issue related to Software,Detailed ticket description gsLdANvTwJqXfZFzTmIw,2023-09-16,,Admin,2025-12-10 13:49:04
365,TCK-6NFWID5H,High,Open,Security,Issue related to Access Request,Detailed ticket description quxOmTbGKvuxhHYUghUE,2024-03-22,2024-04-17,Unassigned,2025-12-10 13:49:04
366,TCK-FXC39SQF,Medium,In Progress,Security,Issue related to Other,Detailed ticket description KfHEwTnNmBZZhAnaRhZt,2024-05-25,,Technician B,2025-12-10 13:49:04
367,TCK-YB1R41CQ,Critical,On Hold,Security,Issue related to Access Request,Detailed ticket description OLDwSNEUEGfPieCFEZWp,2024-03-05,2024-03-21,Admin,2025-12-10 13:49:04
368,TCK-L90O29JM,Critical,Open,Software,Issue related to Other,Detailed ticket description GhSdjuyYtfrtbMLkBTIL,2024-09-08,2024-10-08,Unassigned,2025-12-10 13:49:04
369,TCK-YI9EO7P9,Critical,Resolved,Other,Issue related to Software,Detailed ticket description SSTSdORSbDTaSflmzFhA,2023-08-23,2023-09-04,IT Support 2,2025-12-10 13:49:04
370,TCK-PS5ZVWK5,Low,In Progress,Access Request,Issue related to Network,Detailed ticket description GhfLPLtvXlInwsuJCYCF,2023-12-07,2024-01-02,IT Support 1,2025-12-10 13:49:04
371,TCK-N753CUQV,High,On Hold,Access Request,Issue related to Software,Detailed ticket description WSewxWFwTVOluhYFQiYd,2023-08-21,2023-09-05,Technician A,2025-12-10 13:49:04
372,TCK-JS6SPDR3,Critical,Open,Security,Issue related to Software,Detailed ticket description CqkhSyNebrGKmUtLMCvy,2024-09-12,,IT Support 2,2025-12-10 13:49:04
373,TCK-BOKTGVEO,Medium,Closed,Hardware,Issue related to Software,Detailed ticket description XaoScNYGlscHGqLBxLIo,2023-09-20,2023-10-15,IT Support 1,2025-12-10 13:49:04
374,TCK-0UV77EIO,High,Resolved,Other,Issue related to Access Request,Detailed ticket description TUGkymNshVRLiXgKfjOu,2023-12-15,2024-01-02,Technician A,2025-12-10 13:49:04
375,TCK-3G4OM19S,Medium,On Hold,Software,Issue related to Network,Detailed ticket description HlenGPljpgPRUuLAimok,2023-01-14,2023-02-01,Technician A,2025-12-10 13:49:04
376,TCK-ZIHMZIIC,Critical,In Progress,Software,Issue related to Network,Detailed ticket description waMuEGUoAVXdUQVgOjYY,2023-08-11,2023-08-26,Admin,2025-12-10 13:49:04
377,TCK-5FUUWQTW,High,Resolved,Network,Issue related to Network,Detailed ticket description BYTLEKuMZWvmoOBbHbSK,2023-12-25,2024-01-21,Technician B,2025-12-10 13:49:04
378,TCK-76VY516V,High,Open,Network,Issue related to Other,Detailed ticket description mZMmlLQjPcrTMcSsJFzm,2024-01-26,2024-02-13,Unassigned,2025-12-10 13:49:04
379,TCK-UNAYMARD,Critical,Open,Hardware,Issue related to Network,Detailed ticket description eIjAsecAZbFJuputlusz,2023-12-04,2023-12-10,IT Support 2,2025-12-10 13:49:04
380,TCK-2MHJNWQN,High,In Progress,Access Request,Issue related to Other,Detailed ticket description AEarYEciTqdSAscrFgFo,2023-07-05,2023-07-31,Unassigned,2025-12-10 13:49:04
381,TCK-GV9M485L,Critical,On Hold,Security,Issue related to Software,Detailed ticket description lmsNAvTdCPkOENmcLMuW,2023-12-29,2024-01-27,IT Support 2,2025-12-10 13:49:04
382,TCK-NJZ8IY68,Low,Open,Security,Issue related to Network,Detailed ticket description myfvzhsDlmRseNPcyCZJ,2024-02-11,2024-02-23,Technician B,2025-12-10 13:49:04
383,TCK-J0BCLT1G,Low,In Progress,Security,Issue related to Other,Detailed ticket description qkRkECriELtSqUQQvIki,2024-11-11,2024-12-02,IT Support 2,2025-12-10 13:49:04
384,TCK-K8EFE1LR,High,Open,Network,Issue related to Access Request,Detailed ticket description qOcirkLzinHZOvsxeUqn,2023-07-27,,Technician B,2025-12-10 13:49:04
385,TCK-ALP1OCNY,Critical,On Hold,Software,Issue related to Hardware,Detailed ticket description llgAIAfMqVgGGHzBhqDa,2024-07-07,2024-07-12,Unassigned,2025-12-10 13:49:04
386,TCK-RAQWRMP5,Critical,On Hold,Security,Issue related to Other,Detailed ticket description nXBOtjYxKaWOwvOxHcAn,2023-11-20,2023-12-03,IT Support 2,2025-12-10 13:49:04
387,TCK-0NIGUO8A,High,In Progress,Access Request,Issue related to Hardware,Detailed ticket description vvsARoRLKiZotoOIpyEa,2023-09-01,2023-09-12,Admin,2025-12-10 13:49:04
388,TCK-VLJQWMO3,Medium,On Hold,Hardware,Issue related to Network,Detailed ticket description WAXIvxLQqMINyJJTUUDE,2023-12-03,2023-12-27,Technician A,2025-12-10 13:49:04
389,TCK-WSIFKZG1,High,In Progress,Access Request,Issue related to Network,Detailed ticket description uPKvdbaVPpOBifgqhciU,2024-06-05,2024-06-21,Technician A,2025-12-10 13:49:04
390,TCK-WP1WIMWW,High,Resolved,Software,Issue related to Access Request,Detailed ticket description twQuBuBUJzLpJhgQDblM,2024-05-10,,Technician B,2025-12-10 13:49:04
391,TCK-WEF1YWHY,Low,In Progress,Other,Issue related to Network,Detailed ticket description BPXzqsnNJZJPwOjshSEE,2024-03-04,,Unassigned,2025-12-10 13:49:04
392,TCK-5SMW1M8Q,High,In Progress,Software,Issue related to Access Request,Detailed ticket description aOZddubqNRXEsNXqSSxb,2024-10-26,2024-11-05,IT Support 1,2025-12-10 13:49:04
393,TCK-UEMLRTI6,Medium,Open,Security,Issue related to Security,Detailed ticket description hJPlHGTuXkyTCwjUztWt,2023-11-29,,Technician B,2025-12-10 13:49:04
394,TCK-WMBR1JOS,Low,Resolved,Security,Issue related to Access Request,Detailed ticket description NqWqkHKZbOrFFKuEcglk,2024-03-18,,Technician A,2025-12-10 13:49:04
395,TCK-OY88C1P0,Critical,In Progress,Hardware,Issue related to Software,Detailed ticket description TZpUAixFTwCfqGsGvCcg,2024-07-04,,Admin,2025-12-10 13:49:04
396,TCK-PTAZEXHP,Medium,Open,Network,Issue related to Security,Detailed ticket description fXvNjyRgqxjCWPDpmNfs,2024-07-12,2024-08-09,Unassigned,2025-12-10 13:49:04
397,TCK-T4R8U3BI,Critical,Open,Other,Issue related to Security,Detailed ticket description oKhziDVcoCeoUGDpmKQs,2023-07-14,2023-08-04,Technician A,2025-12-10 13:49:04
398,TCK-507R6CZ4,High,Closed,Security,Issue related to Network,Detailed ticket description GEMuZYcfBRruTizZeAnr,2024-11-18,2024-12-15,Admin,2025-12-10 13:49:04
399,TCK-ZSPMVCCW,Critical,In Progress,Access Request,Issue related to Access Request,Detailed ticket description FjBoCuliVElncVDBssOU,2023-02-06,,IT Support 2,2025-12-10 13:49:04
400,TCK-BSNSXYA2,Low,In Progress,Network,Issue related to Software,Detailed ticket description XnKpnhOIFMrYDtYMcEtV,2024-05-20,,Technician A,2025-12-10 13:49:04
401,TCK-SVMM485Q,Medium,Closed,Software,Issue related to Other,Detailed ticket description rGMJXxNsjiJygBSkIadC,2023-10-13,2023-10-27,Admin,2025-12-10 13:49:04
402,TCK-SSA4KLJV,Low,Closed,Access Request,Issue related to Network,Detailed ticket description vHQHVNrZCvFxvDiFSEjh,2023-04-18,2023-05-08,IT Support 1,2025-12-10 13:49:04
403,TCK-R0ZW6O8Y,Low,Closed,Network,Issue related to Other,Detailed ticket description kyYDWARewymqEKZIiVIc,2024-02-13,,Technician A,2025-12-10 13:49:04
404,TCK-ITEE2LI3,Low,Resolved,Other,Issue related to Other,Detailed ticket description JevRhiTgjLxUdOyhSKFV,2023-02-27,2023-03-02,Technician A,2025-12-10 13:49:04
405,TCK-3ZE30HQL,Critical,In Progress,Security,Issue related to Software,Detailed ticket description fkxTKlLxzwwcvrQjCbjR,2023-04-10,2023-05-07,IT Support 1,2025-12-10 13:49:04
406,TCK-SUJ5OWGT,Medium,In Progress,Network,Issue related to Hardware,Detailed ticket description AlDjjsyiHLpXKNToOhGW,2023-02-03,2023-02-05,Unassigned,2025-12-10 13:49:04
407,TCK-8CTJAGOT,Medium,Open,Hardware,Issue related to Security,Detailed ticket description cBHaWugneWVGXoOnsdtB,2024-01-15,,Unassigned,2025-12-10 13:49:04
408,TCK-60B12I33,Medium,Resolved,Access Request,Issue related to Software,Detailed ticket description XuaBmRCjfgiuGASffdIc,2024-01-31,,Admin,2025-12-10 13:49:04
409,TCK-WRQF6RWD,Low,Closed,Other,Issue related to Hardware,Detailed ticket description BUngzIMweJSvjdKIPXnE,2023-04-13,2023-05-09,Technician B,2025-12-10 13:49:04
410,TCK-LKMQGP0X,Critical,On Hold,Security,Issue related to Access Request,Detailed ticket description caNJUjnzNPkAzjFTGdBk,2023-05-06,2023-05-19,IT Support 2,2025-12-10 13:49:04
411,TCK-H3UM85FR,Critical,On Hold,Security,Issue related to Access Request,Detailed ticket description oEKZkqyWtTndPpussbzG,2024-07-09,2024-08-04,Unassigned,2025-12-10 13:49:04
412,TCK-ODVZUWUV,High,In Progress,Access Request,Issue related to Hardware,Detailed ticket description ByqHFxcNUTxCNVUziAZA,2024-11-08,2024-12-02,Technician A,2025-12-10 13:49:04
413,TCK-DE7TCXBR,Low,On Hold,Network,Issue related to Hardware,Detailed ticket description iNTWreIIFnIdYqfaJGix,2024-10-27,,Admin,2025-12-10 13:49:04
414,TCK-8FJN21CE,Critical,Resolved,Access Request,Issue related to Software,Detailed ticket description angbXrnhWtqHhYStxsiK,2024-01-25,2024-02-02,Unassigned,2025-12-10 13:49:04
415,TCK-0VK4U4OA,High,Open,Security,Issue related to Hardware,Detailed ticket description eKGonXUoQijhhvOyaGZd,2023-11-14,2023-11-18,Admin,2025-12-10 13:49:04
416,TCK-L4VTJXBP,Medium,In Progress,Hardware,Issue related to Security,Detailed ticket description bOXAolZniacKhmlxnnCz,2023-10-30,2023-11-23,Technician A,2025-12-10 13:49:04
417,TCK-6VEM6NVC,Low,Resolved,Other,Issue related to Hardware,Detailed ticket description jkuEsjobFrxHMJIwUYmY,2024-05-20,2024-05-26,IT Support 2,2025-12-10 13:49:04
418,TCK-DC03P3YL,Critical,Open,Security,Issue related to Network,Detailed ticket description zhCCBBnzpKYErCDpeIHi,2024-06-15,2024-06-24,Unassigned,2025-12-10 13:49:04
419,TCK-7FHF7XJI,Critical,Resolved,Hardware,Issue related to Access Request,Detailed ticket description HWnDJEFQkBmGwQYrxJxE,2023-11-23,2023-12-22,Admin,2025-12-10 13:49:04
420,TCK-M0KL1UD3,Low,On Hold,Software,Issue related to Access Request,Detailed ticket description OSSiPOVPaXrcuxZlAzww,2024-08-08,2024-08-22,Admin,2025-12-10 13:49:04
421,TCK-P836VCVU,Medium,In Progress,Other,Issue related to Software,Detailed ticket description DlRaeDiHWyBNIErHaPMF,2023-12-16,2024-01-14,IT Support 2,2025-12-10 13:49:04
422,TCK-CHPKFAXX,Medium,On Hold,Security,Issue related to Hardware,Detailed ticket description uOHboqQgVOlKYeQFUeZf,2023-12-08,2024-01-07,Admin,2025-12-10 13:49:04
423,TCK-2LE8AHWT,Critical,In Progress,Network,Issue related to Access Request,Detailed ticket description tDVPmDxagjvLyKAltuZG,2024-09-18,2024-09-19,Technician A,2025-12-10 13:49:04
424,TCK-OBR2AP2J,Critical,Resolved,Software,Issue related to Other,Detailed ticket description RDmIGNrRMTSkNKyULbBA,2023-01-21,2023-02-10,Technician B,2025-12-10 13:49:04
425,TCK-2E88P02P,High,Open,Security,Issue related to Other,Detailed ticket description WumDzBFdiHGFRthZAqJB,2024-06-26,2024-07-11,IT Support 1,2025-12-10 13:49:04
426,TCK-ZLQ8RFIF,Critical,On Hold,Access Request,Issue related to Security,Detailed ticket description xfZRMZOObDurPINlDOwS,2023-02-20,2023-02-26,Unassigned,2025-12-10 13:49:04
427,TCK-757EW2O6,Medium,On Hold,Software,Issue related to Security,Detailed ticket description RWXfnTZguOTEYcAzPTMY,2023-09-19,,Admin,2025-12-10 13:49:04
428,TCK-C1RPOZ6Q,Low,On Hold,Other,Issue related to Access Request,Detailed ticket description HFNrHyEfDbLQSlfEwdsk,2023-10-05,2023-10-09,Technician A,2025-12-10 13:49:04
429,TCK-VSXGBWFM,Medium,In Progress,Other,Issue related to Hardware,Detailed ticket description wrysZgiUAlsvfSXEZVrz,2024-05-04,,Technician B,2025-12-10 13:49:04
430,TCK-RS80G5A0,Medium,In Progress,Network,Issue related to Network,Detailed ticket description RHbLfAnHZuxUCXPkbghT,2024-04-07,,Technician A,2025-12-10 13:49:04
431,TCK-1O681RWJ,Medium,On Hold,Software,Issue related to Other,Detailed ticket description zBcwBAATrOzGtovxYcRW,2023-05-02,,Admin,2025-12-10 13:49:04
432,TCK-E1JXUAZ4,High,On Hold,Other,Issue related to Access Request,Detailed ticket description yFhUOrUjbjlrCtClwreS,2023-12-22,,Technician A,2025-12-10 13:49:04
433,TCK-KSRU34FY,Critical,Open,Other,Issue related to Security,Detailed ticket description TODnzsNDXImEcFXsVhrP,2023-11-22,2023-12-04,IT Support 2,2025-12-10 13:49:04
434,TCK-5G0OVM6R,Medium,Open,Other,Issue related to Hardware,Detailed ticket description FrvoCUwzXQNkruqLKPeM,2023-03-09,2023-04-03,IT Support 1,2025-12-10 13:49:04
435,TCK-JSU4O4C0,Critical,In Progress,Software,Issue related to Access Request,Detailed ticket description GynWzNrThfJUhrHCVtAW,2024-09-26,,Technician A,2025-12-10 13:49:04
436,TCK-VWZIFHY0,Low,In Progress,Security,Issue related to Access Request,Detailed ticket description bLdMWVHNiWjqmNehQsjK,2023-02-03,,Unassigned,2025-12-10 13:49:04
437,TCK-VI9TPAGB,Critical,On Hold,Access Request,Issue related to Security,Detailed ticket description rLSzcjMYCWdEIGKByjvm,2024-08-21,2024-09-11,Technician A,2025-12-10 13:49:04
438,TCK-APWQ9XEW,Critical,In Progress,Other,Issue related to Network,Detailed ticket description DlZwqEGeUcGfrCfEfPgi,2023-05-07,2023-05-29,Admin,2025-12-10 13:49:04
439,TCK-20BBXEWZ,High,Resolved,Hardware,Issue related to Access Request,Detailed ticket description zPUjvWkNtcCBQKgaffkg,2024-01-26,2024-02-06,Unassigned,2025-12-10 13:49:04
440,TCK-JWH676UL,Critical,Resolved,Other,Issue related to Software,Detailed ticket description RaiVocYwHlgBLjFBmzVw,2023-07-28,,IT Support 2,2025-12-10 13:49:04
441,TCK-XSG4JIOT,Critical,In Progress,Other,Issue related to Other,Detailed ticket description jcFIbqzgmNqXgYxbZENi,2024-07-28,2024-08-08,Admin,2025-12-10 13:49:04
442,TCK-I3XK24QZ,Critical,Resolved,Other,Issue related to Hardware,Detailed ticket description gfVdXKqbXAkCgMZOalds,2024-03-28,,Unassigned,2025-12-10 13:49:04
443,TCK-EGCUJHQY,Medium,Closed,Network,Issue related to Security,Detailed ticket description ixPQEuoVkOhytUBjbmun,2023-09-29,2023-10-25,Unassigned,2025-12-10 13:49:04
444,TCK-UBJ92LPX,Critical,Closed,Other,Issue related to Network,Detailed ticket description qekWzrTNebelvrryIvil,2024-06-15,2024-06-22,Technician A,2025-12-10 13:49:04
445,TCK-CURCZHUD,High,Open,Other,Issue related to Security,Detailed ticket description YeIHPmPBdrUgbwvNIVuM,2024-03-01,2024-03-20,Technician A,2025-12-10 13:49:04
446,TCK-VV0QH76V,High,Open,Access Request,Issue related to Network,Detailed ticket description RvRlniiKmrnwaNOhplwb,2023-09-10,2023-09-26,IT Support 1,2025-12-10 13:49:04
